确诊时间,统计级别,省份,城市,新增确诊病例数,核减确诊病例数
1月10日,省级,安徽,,,
1月10日,省级,澳门,,,
1月10日,省级,福建,,,
1月10日,省级,甘肃,,,
1月10日,省级,广西,,,
1月10日,省级,贵州,,,
1月10日,省级,海南,,,
1月10日,省级,河北,,,
1月10日,省级,黑龙江,,,
1月10日,城市级,湖北,武汉,41,
1月10日,省级,湖北,,41,
1月10日,省级,湖南,,,
1月10日,省级,吉林,,,
1月10日,省级,江苏,,,
1月10日,省级,江西,,,
1月10日,省级,辽宁,,,
1月10日,省级,内蒙古,,,
1月10日,省级,宁夏,,,
1月10日,省级,青海,,,
1月10日,省级,山东,,,
1月10日,省级,山西,,,
1月10日,省级,陕西,,,
1月10日,省级,上海,,,
1月10日,省级,四川,,,
1月10日,省级,台湾,,,
1月10日,省级,天津,,,
1月10日,省级,西藏,,,
1月10日,省级,香港,,,
1月10日,省级,新疆,,,
1月10日,省级,云南,,,
1月10日,省级,浙江,,,
1月10日,省级,重庆,,,
1月10日,国家级,,,41,
1月10日,省级,北京,,,
1月10日,省级,河南,,,
1月10日,省级,广东,,,
1月11日,省级,安徽,,,
1月11日,省级,澳门,,,
1月11日,省级,福建,,,
1月11日,省级,甘肃,,,
1月11日,省级,广西,,,
1月11日,省级,贵州,,,
1月11日,省级,海南,,,
1月11日,省级,河北,,,
1月11日,省级,黑龙江,,,
1月11日,城市级,湖北,武汉,,
1月11日,省级,湖北,,,
1月11日,省级,湖南,,,
1月11日,省级,吉林,,,
1月11日,省级,江苏,,,
1月11日,省级,江西,,,
1月11日,省级,辽宁,,,
1月11日,省级,内蒙古,,,
1月11日,省级,宁夏,,,
1月11日,省级,青海,,,
1月11日,省级,山东,,,
1月11日,省级,山西,,,
1月11日,省级,陕西,,,
1月11日,省级,上海,,,
1月11日,省级,四川,,,
1月11日,省级,台湾,,,
1月11日,省级,天津,,,
1月11日,省级,西藏,,,
1月11日,省级,香港,,,
1月11日,省级,新疆,,,
1月11日,省级,云南,,,
1月11日,省级,浙江,,,
1月11日,省级,重庆,,,
1月11日,国家级,,,,
1月11日,省级,北京,,,
1月11日,省级,河南,,,
1月11日,省级,广东,,,
1月12日,省级,安徽,,,
1月12日,省级,澳门,,,
1月12日,省级,福建,,,
1月12日,省级,甘肃,,,
1月12日,省级,广西,,,
1月12日,省级,贵州,,,
1月12日,省级,海南,,,
1月12日,省级,河北,,,
1月12日,省级,黑龙江,,,
1月12日,城市级,湖北,武汉,,
1月12日,省级,湖北,,,
1月12日,省级,湖南,,,
1月12日,省级,吉林,,,
1月12日,省级,江苏,,,
1月12日,省级,江西,,,
1月12日,省级,辽宁,,,
1月12日,省级,内蒙古,,,
1月12日,省级,宁夏,,,
1月12日,省级,青海,,,
1月12日,省级,山东,,,
1月12日,省级,山西,,,
1月12日,省级,陕西,,,
1月12日,省级,上海,,,
1月12日,省级,四川,,,
1月12日,省级,台湾,,,
1月12日,省级,天津,,,
1月12日,省级,西藏,,,
1月12日,省级,香港,,,
1月12日,省级,新疆,,,
1月12日,省级,云南,,,
1月12日,省级,浙江,,,
1月12日,省级,重庆,,,
1月12日,国家级,,,,
1月12日,省级,北京,,,
1月12日,省级,河南,,,
1月12日,省级,广东,,,
1月13日,省级,安徽,,,
1月13日,省级,澳门,,,
1月13日,省级,福建,,,
1月13日,省级,甘肃,,,
1月13日,省级,广西,,,
1月13日,省级,贵州,,,
1月13日,省级,海南,,,
1月13日,省级,河北,,,
1月13日,省级,黑龙江,,,
1月13日,城市级,湖北,武汉,,
1月13日,省级,湖北,,,
1月13日,省级,湖南,,,
1月13日,省级,吉林,,,
1月13日,省级,江苏,,,
1月13日,省级,江西,,,
1月13日,省级,辽宁,,,
1月13日,省级,内蒙古,,,
1月13日,省级,宁夏,,,
1月13日,省级,青海,,,
1月13日,省级,山东,,,
1月13日,省级,山西,,,
1月13日,省级,陕西,,,
1月13日,省级,上海,,,
1月13日,省级,四川,,,
1月13日,省级,台湾,,,
1月13日,省级,天津,,,
1月13日,省级,西藏,,,
1月13日,省级,香港,,,
1月13日,省级,新疆,,,
1月13日,省级,云南,,,
1月13日,省级,浙江,,,
1月13日,省级,重庆,,,
1月13日,国家级,,,,
1月13日,省级,北京,,,
1月13日,省级,河南,,,
1月13日,省级,广东,,,
1月14日,省级,安徽,,,
1月14日,省级,澳门,,,
1月14日,省级,福建,,,
1月14日,省级,甘肃,,,
1月14日,省级,广西,,,
1月14日,省级,贵州,,,
1月14日,省级,海南,,,
1月14日,省级,河北,,,
1月14日,省级,黑龙江,,,
1月14日,城市级,湖北,武汉,,
1月14日,省级,湖北,,,
1月14日,省级,湖南,,,
1月14日,省级,吉林,,,
1月14日,省级,江苏,,,
1月14日,省级,江西,,,
1月14日,省级,辽宁,,,
1月14日,省级,内蒙古,,,
1月14日,省级,宁夏,,,
1月14日,省级,青海,,,
1月14日,省级,山东,,,
1月14日,省级,山西,,,
1月14日,省级,陕西,,,
1月14日,省级,上海,,,
1月14日,省级,四川,,,
1月14日,省级,台湾,,,
1月14日,省级,天津,,,
1月14日,省级,西藏,,,
1月14日,省级,香港,,,
1月14日,省级,新疆,,,
1月14日,省级,云南,,,
1月14日,省级,浙江,,,
1月14日,省级,重庆,,,
1月14日,国家级,,,,
1月14日,省级,北京,,,
1月14日,省级,河南,,,
1月14日,省级,广东,,,
1月15日,省级,安徽,,,
1月15日,省级,澳门,,,
1月15日,省级,福建,,,
1月15日,省级,甘肃,,,
1月15日,省级,广西,,,
1月15日,省级,贵州,,,
1月15日,省级,海南,,,
1月15日,省级,河北,,,
1月15日,省级,黑龙江,,,
1月15日,城市级,湖北,武汉,,
1月15日,省级,湖北,,,
1月15日,省级,湖南,,,
1月15日,省级,吉林,,,
1月15日,省级,江苏,,,
1月15日,省级,江西,,,
1月15日,省级,辽宁,,,
1月15日,省级,内蒙古,,,
1月15日,省级,宁夏,,,
1月15日,省级,青海,,,
1月15日,省级,山东,,,
1月15日,省级,山西,,,
1月15日,省级,陕西,,,
1月15日,省级,上海,,,
1月15日,省级,四川,,,
1月15日,省级,台湾,,,
1月15日,省级,天津,,,
1月15日,省级,西藏,,,
1月15日,省级,香港,,,
1月15日,省级,新疆,,,
1月15日,省级,云南,,,
1月15日,省级,浙江,,,
1月15日,省级,重庆,,,
1月15日,国家级,,,,
1月15日,省级,北京,,,
1月15日,省级,河南,,,
1月15日,省级,广东,,,
1月16日,省级,安徽,,,
1月16日,省级,澳门,,,
1月16日,省级,福建,,,
1月16日,省级,甘肃,,,
1月16日,省级,广西,,,
1月16日,省级,贵州,,,
1月16日,省级,海南,,,
1月16日,省级,河北,,,
1月16日,省级,黑龙江,,,
1月16日,城市级,湖北,武汉,4,
1月16日,省级,湖北,,4,
1月16日,省级,湖南,,,
1月16日,省级,吉林,,,
1月16日,省级,江苏,,,
1月16日,省级,江西,,,
1月16日,省级,辽宁,,,
1月16日,省级,内蒙古,,,
1月16日,省级,宁夏,,,
1月16日,省级,青海,,,
1月16日,省级,山东,,,
1月16日,省级,山西,,,
1月16日,省级,陕西,,,
1月16日,省级,上海,,,
1月16日,省级,四川,,,
1月16日,省级,台湾,,,
1月16日,省级,天津,,,
1月16日,省级,西藏,,,
1月16日,省级,香港,,,
1月16日,省级,新疆,,,
1月16日,省级,云南,,,
1月16日,省级,浙江,,,
1月16日,省级,重庆,,,
1月16日,国家级,,,4,
1月16日,省级,北京,,,
1月16日,省级,河南,,,
1月16日,省级,广东,,,
1月17日,省级,安徽,,,
1月17日,省级,澳门,,,
1月17日,省级,福建,,,
1月17日,省级,甘肃,,,
1月17日,省级,广西,,,
1月17日,省级,贵州,,,
1月17日,省级,海南,,,
1月17日,省级,河北,,,
1月17日,省级,黑龙江,,,
1月17日,城市级,湖北,武汉,17,
1月17日,省级,湖北,,17,
1月17日,省级,湖南,,,
1月17日,省级,吉林,,,
1月17日,省级,江苏,,,
1月17日,省级,江西,,,
1月17日,省级,辽宁,,,
1月17日,省级,内蒙古,,,
1月17日,省级,宁夏,,,
1月17日,省级,青海,,,
1月17日,省级,山东,,,
1月17日,省级,山西,,,
1月17日,省级,陕西,,,
1月17日,省级,上海,,,
1月17日,省级,四川,,,
1月17日,省级,台湾,,,
1月17日,省级,天津,,,
1月17日,省级,西藏,,,
1月17日,省级,香港,,,
1月17日,省级,新疆,,,
1月17日,省级,云南,,,
1月17日,省级,浙江,,,
1月17日,省级,重庆,,,
1月17日,国家级,,,17,
1月17日,省级,北京,,,
1月17日,省级,河南,,,
1月17日,省级,广东,,,
1月18日,省级,安徽,,,
1月18日,省级,澳门,,,
1月18日,省级,福建,,,
1月18日,省级,甘肃,,,
1月18日,省级,广西,,,
1月18日,省级,贵州,,,
1月18日,省级,海南,,,
1月18日,省级,河北,,,
1月18日,省级,黑龙江,,,
1月18日,城市级,湖北,武汉,59,
1月18日,省级,湖北,,59,
1月18日,省级,湖南,,,
1月18日,省级,吉林,,,
1月18日,省级,江苏,,,
1月18日,省级,江西,,,
1月18日,省级,辽宁,,,
1月18日,省级,内蒙古,,,
1月18日,省级,宁夏,,,
1月18日,省级,青海,,,
1月18日,省级,山东,,,
1月18日,省级,山西,,,
1月18日,省级,陕西,,,
1月18日,省级,上海,,,
1月18日,省级,四川,,,
1月18日,省级,台湾,,,
1月18日,省级,天津,,,
1月18日,省级,西藏,,,
1月18日,省级,香港,,,
1月18日,省级,新疆,,,
1月18日,省级,云南,,,
1月18日,省级,浙江,,,
1月18日,省级,重庆,,,
1月18日,国家级,,,59,
1月18日,省级,北京,,,
1月18日,省级,河南,,,
1月18日,省级,广东,,,
1月19日,省级,安徽,,,
1月19日,省级,澳门,,,
1月19日,省级,福建,,,
1月19日,省级,甘肃,,,
1月19日,省级,广西,,,
1月19日,省级,贵州,,,
1月19日,省级,海南,,,
1月19日,省级,河北,,,
1月19日,省级,黑龙江,,,
1月19日,城市级,湖北,武汉,77,
1月19日,省级,湖北,,77,
1月19日,省级,湖南,,,
1月19日,省级,吉林,,,
1月19日,省级,江苏,,,
1月19日,省级,江西,,,
1月19日,省级,辽宁,,,
1月19日,省级,内蒙古,,,
1月19日,省级,宁夏,,,
1月19日,省级,青海,,,
1月19日,省级,山东,,,
1月19日,省级,山西,,,
1月19日,省级,陕西,,,
1月19日,城市级,上海,地区待确认,,
1月19日,省级,上海,,,
1月19日,城市级,四川,成都,,
1月19日,省级,四川,,,
1月19日,省级,台湾,,,
1月19日,省级,天津,,,
1月19日,省级,西藏,,,
1月19日,省级,香港,,,
1月19日,省级,新疆,,,
1月19日,省级,云南,,,
1月19日,省级,浙江,,,
1月19日,省级,重庆,,,
1月19日,国家级,,,77,
1月19日,城市级,北京,大兴,2,
1月19日,省级,北京,,2,
1月19日,省级,河南,,,
1月19日,城市级,广东,深圳,1,
1月19日,省级,广东,,1,
1月20日,省级,安徽,,,
1月20日,省级,澳门,,,
1月20日,省级,福建,,,
1月20日,省级,甘肃,,,
1月20日,省级,广西,,,
1月20日,省级,贵州,,,
1月20日,省级,海南,,,
1月20日,省级,河北,,,
1月20日,城市级,黑龙江,牡丹江,,
1月20日,省级,黑龙江,,,
1月20日,城市级,湖北,黄冈,12,
1月20日,城市级,湖北,武汉,60,
1月20日,省级,湖北,,72,
1月20日,省级,湖南,,,
1月20日,省级,吉林,,,
1月20日,省级,江苏,,,
1月20日,省级,江西,,,
1月20日,省级,辽宁,,,
1月20日,省级,内蒙古,,,
1月20日,省级,宁夏,,,
1月20日,省级,青海,,,
1月20日,省级,山东,,,
1月20日,省级,山西,,,
1月20日,省级,陕西,,,
1月20日,城市级,上海,地区待确认,1,
1月20日,城市级,上海,外地来沪,1,
1月20日,省级,上海,,2,
1月20日,城市级,四川,成都,,
1月20日,省级,四川,,,
1月20日,省级,台湾,,,
1月20日,省级,天津,,,
1月20日,省级,西藏,,,
1月20日,城市级,香港,香港,,
1月20日,省级,香港,,,
1月20日,省级,新疆,,,
1月20日,省级,云南,,,
1月20日,城市级,浙江,杭州,1,
1月20日,城市级,浙江,台州,1,
1月20日,城市级,浙江,温州,2,
1月20日,城市级,浙江,舟山,1,
1月20日,省级,浙江,,5,
1月20日,省级,重庆,,,
1月20日,国家级,,,93,
1月20日,城市级,北京,昌平,2,
1月20日,城市级,北京,外地来京,1,
1月20日,省级,北京,,3,
1月20日,省级,河南,,,
1月20日,城市级,广东,惠州,1,
1月20日,城市级,广东,深圳,8,
1月20日,城市级,广东,湛江,1,
1月20日,城市级,广东,珠海,3,
1月20日,省级,广东,,13,
1月21日,城市级,安徽,合肥,1,
1月21日,省级,安徽,,1,
1月21日,城市级,澳门,澳门,,
1月21日,省级,澳门,,,
1月21日,省级,福建,,,
1月21日,省级,甘肃,,,
1月21日,省级,广西,,,
1月21日,省级,贵州,,,
1月21日,省级,海南,,,
1月21日,省级,河北,,,
1月21日,省级,黑龙江,,,
1月21日,城市级,湖北,武汉,105,
1月21日,省级,湖北,,105,
1月21日,城市级,湖南,长沙,1,
1月21日,省级,湖南,,1,
1月21日,省级,吉林,,,
1月21日,城市级,江苏,扬州,,
1月21日,省级,江苏,,,
1月21日,城市级,江西,抚州,1,
1月21日,城市级,江西,萍乡,1,
1月21日,省级,江西,,2,
1月21日,城市级,辽宁,沈阳,,
1月21日,省级,辽宁,,,
1月21日,省级,内蒙古,,,
1月21日,城市级,宁夏,银川,1,
1月21日,省级,宁夏,,1,
1月21日,省级,青海,,,
1月21日,城市级,山东,青岛,1,
1月21日,城市级,山东,威海,1,
1月21日,省级,山东,,2,
1月21日,省级,山西,,,
1月21日,省级,陕西,,,
1月21日,城市级,上海,地区待确认,7,
1月21日,省级,上海,,7,
1月21日,城市级,四川,成都,1,
1月21日,城市级,四川,广安,1,
1月21日,省级,四川,,2,
1月21日,城市级,台湾,台湾,1,
1月21日,省级,台湾,,1,
1月21日,城市级,天津,西青区,1,
1月21日,城市级,天津,河东区,1,
1月21日,省级,天津,,2,
1月21日,省级,西藏,,,
1月21日,城市级,香港,香港,,
1月21日,省级,香港,,,
1月21日,省级,新疆,,,
1月21日,城市级,云南,昆明,1,
1月21日,省级,云南,,1,
1月21日,城市级,浙江,宁波,3,
1月21日,城市级,浙江,温州,2,
1月21日,省级,浙江,,5,
1月21日,城市级,重庆,垫江县,1,
1月21日,城市级,重庆,万州区,2,
1月21日,城市级,重庆,巫山县,2,
1月21日,城市级,重庆,长寿区,1,
1月21日,省级,重庆,,6,
1月21日,国家级,,,149,
1月21日,城市级,北京,丰台,1,
1月21日,城市级,北京,海淀,2,
1月21日,城市级,北京,通州,1,
1月21日,城市级,北京,西城,1,
1月21日,省级,北京,,5,
1月21日,城市级,河南,郑州,1,
1月21日,省级,河南,,1,
1月21日,城市级,广东,佛山,1,
1月21日,城市级,广东,广州,2,
1月21日,城市级,广东,韶关,2,
1月21日,城市级,广东,深圳,5,
1月21日,城市级,广东,湛江,1,
1月21日,城市级,广东,珠海,1,
1月21日,省级,广东,,12,
1月22日,城市级,安徽,亳州,1,
1月22日,城市级,安徽,滁州,1,
1月22日,城市级,安徽,阜阳,1,
1月22日,城市级,安徽,合肥,4,
1月22日,城市级,安徽,六安,1,
1月22日,省级,安徽,,8,
1月22日,城市级,澳门,澳门,1,
1月22日,省级,澳门,,1,
1月22日,城市级,福建,福州,1,
1月22日,省级,福建,,1,
1月22日,城市级,甘肃,白银,1,
1月22日,城市级,甘肃,兰州,1,
1月22日,省级,甘肃,,2,
1月22日,城市级,广西,北海,3,
1月22日,城市级,广西,柳州,1,
1月22日,城市级,广西,梧州,1,
1月22日,省级,广西,,5,
1月22日,城市级,贵州,贵阳,1,
1月22日,城市级,贵州,黔南州,1,
1月22日,城市级,贵州,铜仁,1,
1月22日,省级,贵州,,3,
1月22日,城市级,海南,海口,1,
1月22日,城市级,海南,临高县,1,
1月22日,城市级,海南,三亚,1,
1月22日,城市级,海南,万宁,1,
1月22日,省级,海南,,4,
1月22日,城市级,河北,石家庄,1,
1月22日,省级,河北,,1,
1月22日,城市级,黑龙江,哈尔滨,1,
1月22日,城市级,黑龙江,牡丹江,1,
1月22日,省级,黑龙江,,2,
1月22日,城市级,湖北,荆门,1,
1月22日,城市级,湖北,荆州,6,
1月22日,城市级,湖北,武汉,62,
1月22日,省级,湖北,,69,
1月22日,城市级,湖南,郴州,1,
1月22日,城市级,湖南,怀化,3,
1月22日,城市级,湖南,永州,1,
1月22日,城市级,湖南,长沙,3,
1月22日,省级,湖南,,8,
1月22日,城市级,吉林,长春,1,
1月22日,省级,吉林,,1,
1月22日,城市级,江苏,苏州,1,
1月22日,省级,江苏,,1,
1月22日,城市级,江西,南昌,1,
1月22日,省级,江西,,1,
1月22日,城市级,辽宁,大连,1,
1月22日,城市级,辽宁,沈阳,1,
1月22日,省级,辽宁,,2,
1月22日,城市级,内蒙古,呼伦贝尔,,
1月22日,省级,内蒙古,,,
1月22日,省级,宁夏,,,
1月22日,省级,青海,,,
1月22日,城市级,山东,临沂,2,
1月22日,城市级,山东,青岛,2,
1月22日,省级,山东,,4,
1月22日,城市级,山西,太原,1,
1月22日,省级,山西,,1,
1月22日,城市级,陕西,西安,2,
1月22日,城市级,陕西,咸阳,1,
1月22日,省级,陕西,,3,
1月22日,城市级,上海,地区待确认,7,
1月22日,省级,上海,,7,
1月22日,城市级,四川,成都,3,
1月22日,城市级,四川,达州,1,
1月22日,城市级,四川,绵阳,2,
1月22日,省级,四川,,6,
1月22日,城市级,台湾,台湾,,
1月22日,省级,台湾,,,
1月22日,城市级,天津,和平区,1,
1月22日,城市级,天津,南开区,1,
1月22日,省级,天津,,2,
1月22日,省级,西藏,,,
1月22日,城市级,香港,香港,1,
1月22日,省级,香港,,1,
1月22日,城市级,新疆,乌鲁木齐,,
1月22日,省级,新疆,,,
1月22日,省级,云南,,,
1月22日,城市级,浙江,杭州,5,
1月22日,城市级,浙江,金华,1,
1月22日,城市级,浙江,宁波,2,
1月22日,城市级,浙江,衢州,1,
1月22日,城市级,浙江,绍兴,1,
1月22日,城市级,浙江,台州,5,
1月22日,城市级,浙江,温州,,
1月22日,城市级,浙江,温州,2,
1月22日,省级,浙江,,17,
1月22日,城市级,重庆,涪陵区,1,
1月22日,城市级,重庆,永川区,2,
1月22日,省级,重庆,,3,
1月22日,国家级,,,131,
1月22日,城市级,北京,朝阳,1,
1月22日,城市级,北京,石景山,1,
1月22日,城市级,北京,外地来京,1,
1月22日,城市级,北京,西城,1,
1月22日,省级,北京,,4,
1月22日,城市级,河南,郑州,1,
1月22日,城市级,河南,洛阳,1,
1月22日,城市级,河南,三门峡,1,
1月22日,城市级,河南,郑州,1,
1月22日,省级,河南,,4,
1月22日,城市级,广东,广州,3,
1月22日,城市级,广东,深圳,1,
1月22日,城市级,广东,肇庆,1,
1月22日,城市级,广东,中山,1,
1月22日,省级,广东,,6,
1月23日,城市级,安徽,安庆,1,
1月23日,城市级,安徽,蚌埠,1,
1月23日,城市级,安徽,池州,1,
1月23日,城市级,安徽,阜阳,1,
1月23日,城市级,安徽,合肥,1,
1月23日,城市级,安徽,六安,1,
1月23日,省级,安徽,,6,
1月23日,城市级,澳门,澳门,1,
1月23日,省级,澳门,,1,
1月23日,城市级,福建,福州,1,
1月23日,城市级,福建,宁德,1,
1月23日,城市级,福建,泉州,1,
1月23日,城市级,福建,厦门,1,
1月23日,省级,福建,,4,
1月23日,省级,甘肃,,,
1月23日,城市级,广西,百色,1,
1月23日,城市级,广西,北海,3,
1月23日,城市级,广西,桂林,2,
1月23日,城市级,广西,河池,1,
1月23日,城市级,广西,柳州,1,
1月23日,省级,广西,,8,
1月23日,省级,贵州,,,
1月23日,城市级,海南,海口,2,
1月23日,城市级,海南,三亚,1,
1月23日,城市级,海南,万宁,1,
1月23日,省级,海南,,4,
1月23日,城市级,河北,沧州,1,
1月23日,省级,河北,,1,
1月23日,城市级,黑龙江,大庆,1,
1月23日,城市级,黑龙江,绥化,1,
1月23日,省级,黑龙江,,2,
1月23日,城市级,湖北,荆门,7,
1月23日,城市级,湖北,荆州,2,
1月23日,城市级,湖北,十堰,1,
1月23日,城市级,湖北,武汉,70,
1月23日,城市级,湖北,仙桃,2,
1月23日,城市级,湖北,孝感,22,
1月23日,城市级,湖北,宜昌,1,
1月23日,省级,湖北,,105,
1月23日,城市级,湖南,娄底,3,
1月23日,城市级,湖南,湘潭,1,
1月23日,城市级,湖南,永州,3,
1月23日,城市级,湖南,岳阳,3,
1月23日,城市级,湖南,长沙,4,
1月23日,城市级,湖南,株洲,1,
1月23日,省级,湖南,,15,
1月23日,城市级,吉林,吉林,1,
1月23日,城市级,吉林,松原,1,
1月23日,省级,吉林,,2,
1月23日,城市级,江苏,连云港,1,
1月23日,城市级,江苏,南京,3,
1月23日,城市级,江苏,南通,1,
1月23日,城市级,江苏,苏州,1,
1月23日,城市级,江苏,无锡,1,
1月23日,城市级,江苏,扬州,1,
1月23日,省级,江苏,,8,
1月23日,城市级,江西,抚州,,
1月23日,城市级,江西,赣州,,
1月23日,城市级,江西,吉安,1,
1月23日,城市级,江西,景德镇,,
1月23日,城市级,江西,九江,,
1月23日,城市级,江西,九江,1,
1月23日,城市级,江西,南昌,,
1月23日,城市级,江西,南昌,1,
1月23日,城市级,江西,上饶,,
1月23日,城市级,江西,新余,1,
1月23日,城市级,江西,宜春,,
1月23日,省级,江西,,4,
1月23日,城市级,辽宁,朝阳市,1,
1月23日,城市级,辽宁,沈阳,1,
1月23日,省级,辽宁,,2,
1月23日,城市级,内蒙古,呼伦贝尔,1,
1月23日,省级,内蒙古,,1,
1月23日,城市级,宁夏,中卫,1,
1月23日,省级,宁夏,,1,
1月23日,省级,青海,,,
1月23日,城市级,山东,济南,,
1月23日,城市级,山东,济宁,,
1月23日,城市级,山东,青岛,,
1月23日,城市级,山东,日照,1,
1月23日,城市级,山东,威海,1,
1月23日,城市级,山东,潍坊,1,
1月23日,城市级,山东,烟台,,
1月23日,省级,山东,,3,
1月23日,省级,山西,,,
1月23日,城市级,陕西,安康,1,
1月23日,城市级,陕西,延安,1,
1月23日,省级,陕西,,2,
1月23日,城市级,上海,地区待确认,4,
1月23日,城市级,上海,外地来沪,,
1月23日,省级,上海,,4,
1月23日,城市级,四川,成都,3,
1月23日,城市级,四川,德阳,1,
1月23日,城市级,四川,广安,1,
1月23日,城市级,四川,遂宁,1,
1月23日,城市级,四川,雅安,1,
1月23日,省级,四川,,7,
1月23日,城市级,台湾,台湾,,
1月23日,省级,台湾,,,
1月23日,城市级,天津,河北区,1,
1月23日,省级,天津,,1,
1月23日,省级,西藏,,,
1月23日,城市级,香港,香港,1,
1月23日,省级,香港,,1,
1月23日,城市级,新疆,乌鲁木齐,2,
1月23日,省级,新疆,,2,
1月23日,城市级,云南,昆明,1,
1月23日,省级,云南,,1,
1月23日,城市级,浙江,嘉兴,3,
1月23日,城市级,浙江,衢州,1,
1月23日,城市级,浙江,台州,12,
1月23日,省级,浙江,,16,
1月23日,城市级,重庆,大渡口区,1,
1月23日,城市级,重庆,垫江县,1,
1月23日,城市级,重庆,奉节县,1,
1月23日,城市级,重庆,九龙坡区,2,
1月23日,城市级,重庆,开州区,2,
1月23日,城市级,重庆,两江新区,1,
1月23日,城市级,重庆,万州区,1,
1月23日,城市级,重庆,巫山县,1,
1月23日,城市级,重庆,巫溪县,1,
1月23日,城市级,重庆,秀山县,1,
1月23日,城市级,重庆,渝北区,2,
1月23日,城市级,重庆,云阳县,1,
1月23日,城市级,重庆,长寿区,2,
1月23日,城市级,重庆,忠县,1,
1月23日,省级,重庆,,18,
1月23日,国家级,,,259,
1月23日,城市级,北京,朝阳,2,
1月23日,城市级,北京,丰台,1,
1月23日,城市级,北京,海淀,1,
1月23日,城市级,北京,顺义,1,
1月23日,城市级,北京,通州,1,
1月23日,城市级,北京,外地来京,5,
1月23日,城市级,北京,西城,1,
1月23日,省级,北京,,12,
1月23日,城市级,河南,郑州,1,
1月23日,城市级,河南,信阳,1,
1月23日,城市级,河南,郑州,1,
1月23日,城市级,河南,周口,1,
1月23日,省级,河南,,4,
1月23日,城市级,广东,佛山,5,
1月23日,城市级,广东,广州,2,
1月23日,城市级,广东,惠州,4,
1月23日,城市级,广东,清远,1,
1月23日,城市级,广东,韶关,1,
1月23日,城市级,广东,深圳,,
1月23日,城市级,广东,阳江,3,
1月23日,城市级,广东,中山,1,
1月23日,城市级,广东,珠海,4,
1月23日,省级,广东,,21,
1月24日,城市级,安徽,安庆,3,
1月24日,城市级,安徽,亳州,3,
1月24日,城市级,安徽,滁州,1,
1月24日,城市级,安徽,阜阳,5,
1月24日,城市级,安徽,合肥,4,
1月24日,城市级,安徽,马鞍山,4,
1月24日,城市级,安徽,铜陵,3,
1月24日,城市级,安徽,芜湖,1,
1月24日,省级,安徽,,24,
1月24日,省级,澳门,,,
1月24日,城市级,澳门,澳门,,
1月24日,城市级,福建,福州,1,
1月24日,城市级,福建,福州,2,
1月24日,城市级,福建,厦门,2,
1月24日,省级,福建,,5,
1月24日,城市级,甘肃,兰州,1,
1月24日,城市级,甘肃,临夏,1,
1月24日,省级,甘肃,,2,
1月24日,城市级,广西,防城港,2,
1月24日,城市级,广西,桂林,4,
1月24日,城市级,广西,河池,2,
1月24日,城市级,广西,柳州,1,
1月24日,城市级,广西,玉林,1,
1月24日,省级,广西,,10,
1月24日,城市级,贵州,铜仁,1,
1月24日,省级,贵州,,1,
1月24日,城市级,海南,儋州,3,
1月24日,城市级,海南,陵水县,,
1月24日,城市级,海南,琼海,,
1月24日,城市级,海南,三亚,3,
1月24日,城市级,海南,万宁,3,
1月24日,省级,海南,,9,
1月24日,城市级,河北,保定,1,
1月24日,城市级,河北,沧州,1,
1月24日,城市级,河北,承德,1,
1月24日,城市级,河北,石家庄,3,
1月24日,省级,河北,,6,
1月24日,城市级,黑龙江,哈尔滨,5,
1月24日,省级,黑龙江,,5,
1月24日,城市级,湖北,鄂州,1,
1月24日,城市级,湖北,恩施州,11,
1月24日,城市级,湖北,黄冈,52,
1月24日,城市级,湖北,荆门,13,
1月24日,城市级,湖北,荆州,2,
1月24日,城市级,湖北,十堰,4,
1月24日,城市级,湖北,随州,5,
1月24日,城市级,湖北,天门,3,
1月24日,城市级,湖北,武汉,77,
1月24日,城市级,湖北,仙桃,8,
1月24日,城市级,湖北,孝感,4,
1月24日,省级,湖北,,180,
1月24日,城市级,湖南,常德,3,
1月24日,城市级,湖南,衡阳,3,
1月24日,城市级,湖南,怀化,2,
1月24日,城市级,湖南,娄底,2,
1月24日,城市级,湖南,邵阳,2,
1月24日,城市级,湖南,湘潭,1,
1月24日,城市级,湖南,益阳,4,
1月24日,城市级,湖南,岳阳,2,
1月24日,省级,湖南,,19,
1月24日,城市级,吉林,吉林,1,
1月24日,省级,吉林,,1,
1月24日,城市级,江苏,常州,5,
1月24日,城市级,江苏,南京,1,
1月24日,城市级,江苏,苏州,1,
1月24日,城市级,江苏,宿迁,1,
1月24日,城市级,江苏,盐城,1,
1月24日,省级,江苏,,9,
1月24日,城市级,江西,抚州,3,
1月24日,城市级,江西,赣州,2,
1月24日,城市级,江西,景德镇,1,
1月24日,城市级,江西,九江,1,
1月24日,城市级,江西,南昌,1,
1月24日,城市级,江西,上饶,2,
1月24日,城市级,江西,宜春,1,
1月24日,省级,江西,,11,
1月24日,城市级,辽宁,本溪,1,
1月24日,城市级,辽宁,朝阳市,1,
1月24日,城市级,辽宁,大连,1,
1月24日,城市级,辽宁,葫芦岛,2,
1月24日,城市级,辽宁,沈阳,1,
1月24日,城市级,辽宁,铁岭,2,
1月24日,省级,辽宁,,8,
1月24日,城市级,内蒙古,锡林郭勒,1,
1月24日,省级,内蒙古,,1,
1月24日,城市级,宁夏,固原,1,
1月24日,省级,宁夏,,1,
1月24日,城市级,青海,西宁,,
